Time (s)	Velocity (mph)
715	11.4953635
716	8.6370569
717	7.456452
718	7.456452
719	8.077823
720	9.941936
721	11.4953635
722	12.8002426
723	13.9808475
724	14.912904
725	16.5284686
726	18.5789929
727	21.6237108
728	23.4878238
729	24.9791142
730	25.8490336
731	26.0354449
732	26.097582
733	26.2218562
